name,line
Almond™ of the day.,Cats
giannakisftw,"some chemical subsitutes, when u add them in water, they dont disolve, but they become solid"
Meldanen ( ͡° ͜ʖ ͡°),-stop
giannakisftw,"and kids, this is why capital is fucking bullshit, and it ruins everything nice"
Mel0n,<:table:771151692145754112>
Mel0n,venry
Mel0n,are you afraid to ask?
Kahlan,they had to evvacuate
giannakisftw,time to baby-proof the whole house!!!!
Mel0n,Bepi
giannakisftw,"out of curiosity, @A 🍍  did u knew that few months ago, they released 3 raid-like dungeons in rs?"
giannakisftw,"And we all made some, o kathenas ekamne ta dika tou"
Kahlan,https://tenor.com/view/noice-nice-click-gif-8843762
giannakisftw,"stamata, antrepoume"
Mel0n,nobody said it's not a vacation
giannakisftw,that one that  makes your other items have cd i s<3
Mel0n,bon apettit
Con,how does he only have 1 assist
Turok,yes
Almond™ of the day.,*Yes.*
Mel0n,ah wait it was the circle
giannakisftw,^
Almond™ of the day.,"Oh no, I just assumed your bot's gender."
Mel0n,<:timorecat:597158058552066048>
Con,"but we need to all do it together, otherwise the one who has it will give it to us again xD"
Mel0n,maybe that's why my family's koupepia are always my favourite
Con,"oh no
https://kotaku.com/horror-manga-hellsing-getting-a-live-action-hollywood-a-1846413388?utm_campaign=Kotaku&utm_content=1614949241&utm_medium=SocialMarketing&utm_source=facebook&fbclid=IwAR0hqpEH4jfMgJA3vRPbrHABhk1qcVZDQ6T5qKGmIte_gx1rQTizC9VuSdI"
Con,<:sadness:534426569406545921>
Mel0n,i'm an idiot jo
milkypaws,i just watched the video i sent you now and im in tears
Almond™ of the day.,[slaps you with BDE]
Almond™ of the day.,https://www.kickstarter.com/projects/chicks/chicken-in-love?ref=7luo6w&utm_source=jellop&ja=z2aimakj&utm_term=001.ja&utm_content=Chicken_in_love-VD01&utm_medium=facebook&fbclid=IwAR3J-Mj4_czcO8OZU0GQ886nwVfD5YwOJGQV9RImON3FvU1BydMldXxAcXM&utm_campaign=1580837792492.qpp0
Mel0n,the spam
Mel0n,even 4chan is against this shit
Almond™ of the day.,Aw okay
Con,i rarely see him in aram
milkypaws,on the 1293823490823904902384902859283475092873459852849 part
giannakisftw,ba-dum-ts
Nodtriel,ep2_outland_12a
Mel0n,haha
Kahlan,"should have sent them that animated GIF where it's 3 sliders
Time
Cost
quality
And they keep trying to push all 3 up and as soon as one goes up the other goes down"
Con,"fresh lettuce is amazing, though"
Kahlan,"Might have to get the phone battery replaced, i found this on youtube, i don't have the tools but should be easy to find, you think i can manage it myself or take it to a phone repair etc shop"
Mel0n,"that's ok, we matched, before picking a character his game crashed and we got penalised with an abandon and can't can't play for the next 30 mins"
giannakisftw,"( or avatar the last airbender , if u consider it an anime )"
Mel0n,https://www.katerinapantela.com/
Almond™ of the day.,[nods in complete lack of understanding]
Mel0n,The handle in the back also looks like an anthropopoulli
Mel0n,It's things like these that make me uneasy with leaving her alone
Almond™ of the day.,[shudders]
Turok,"There is a legitimae reason I say ""This is me in anime form"""
Kahlan,"favorite means ""preferred to all others of the same kind"" which means  one
then you said you don't like anything else other than the favorite
Which means you should only like 1 thing
But then you are saying you like multiple things because they are all your ""favorite"""
Kahlan,yes
Meldanen ( ͡° ͜ʖ ͡°),Just ignore them
Con,listen to it trying to say sibling's name 😂
Almond™ of the day.,Snot has double AIDS...
Nodtriel,and the video icons which ruin the immersion
Almond™ of the day.,And I just got called into my boss office to be told to groom one of the newbs 😂
Con,as long as it doesnt include medieval problems <:eqeqeq:534427246488977418>
giannakisftw,oh lol...
Con,stop
giannakisftw,official  picture of the straw hat pirates
Con,<:eqeqeq:534427246488977418>
Kahlan,everyone needs vagina pants
Almond™ of the day.,It's so...*rough*
Con,Ready for war?
Meldanen ( ͡° ͜ʖ ͡°),gotta change the intervals a bit but it seems to work
Meldanen ( ͡° ͜ʖ ͡°),"and having drinks, it changes"
Kahlan,only for me to peacefully overtake him and go on my way
Con,"Aztecs are not tribe, they are empire <:no:622133750066708490> <:no:622133750066708490> <:no:622133750066708490>"
Meldanen ( ͡° ͜ʖ ͡°),o no
Con,i have many alts
Con,even glen has a gf in his dreams <:eqeqeq:534427246488977418>
milkypaws,i said that because he is getting a present 😁
Mel0n,by the barrel baby
Con,parnett
Almond™ of the day.,Cool
Nodtriel,alternatively restart the pc
Mel0n,"google image search ""chantilly tiffany"""
Mel0n,<:kyriosprimetel:534482845939269637>
giannakisftw,oh nu! so much porn!
Almond™ of the day.,Evidently it's envy.
giannakisftw,sure sure.....keep throwing distractions
Nodtriel,-play woodkid iron
Con,so to get pokemon from the older games  you need to both have pokebank sub and pokemon home sub?
Meldanen ( ͡° ͜ʖ ͡°),There are enough votes now
Kahlan,But im already at the doors of death.... I must have slipped you
Almond™ of the day.,Woah
Con,probably all of our mums' wedding dress are so 80s 😂
Almond™ of the day.,Cat teeth are adorable.
milkypaws,okay i will get it 😃
giannakisftw,https://tenor.com/view/jello-jiggle-wiggle-gelatin-jelly-gif-16481343
giannakisftw,was this always a think in youtube?
Almond™ of the day.,"Like Nier said, torturing animals is a strong sign."
Turok,https://www.youtube.com/watch?time_continue=152&v=98RTg4JR1zg
Con,oh
Kahlan,I love how some of them are really good and helpful. And then we have w select few like elpiniki who doesn't even know how to turn her PC on
Kahlan,Or loss
Con,show us!
Turok,"Sadly, it's not a *new* pmd."
Mel0n,"if we book a place to go eat in time, we can go for dinner"
giannakisftw,"first of all,  studying medicines doesnt mean u know disease. i do know some, out of experiance. but as apharmasist, i never had a class for teaching me the diseases around the world"
milkypaws,These shows are essentially a collection of dumb people that think they are entitled somehow
Almond™ of the day.,It saw Gleb imagining us having sex with our boyfriends and rightly bonked him.
giannakisftw,^
Nodtriel,-skip
Almond™ of the day.,Look up Syrian restaurants online and check their prices and find out.
giannakisftw,i dont know h ow to explain it... first episode felt so... predentious...
Mel0n,ela mesa na to valis esi bruv
Con,"Almost half a year since his release, and Viego is still creating new bugs <:eqeqeq:534427246488977418> 
https://www.youtube.com/watch?v=SHA4n3ND5uY"
Con,it's interesting
Almond™ of the day.,Awh
Meldanen ( ͡° ͜ʖ ͡°),garbomoba
Con,"i played the demo, it was nice but i probably won't buy it. not yet, at least"
Mel0n,900 png wtf
giannakisftw,I ate rabbit ^^ <3 delicious :3
Mel0n,https://www.youtube.com/watch?v=7afztxxkS4s
Con,woah
giannakisftw,https://tenor.com/view/zach-galifianakis-ponytails-clapping-tiny-hands-gif-3556377
Mel0n,Damn
giannakisftw,"na sas kanoniso je tous 2 avrio, pou na kanoniso je to cpu, is that ok?"
Almond™ of the day.,Everything is graphic design
Con,miss the old days xD
Nodtriel,I was ofc kidding
giannakisftw,u got me some things xD i dont remember the names
Con,ew ew ew
giannakisftw,"its also, those things that peter added to his fire, to alter the colour xD"
Meldanen ( ͡° ͜ʖ ͡°),"> 1v1 me in stress bro
@H Chof 🍈 sounds stressful tbh"
Con,Noice
Turok,https://www.youtube.com/watch?v=T98yNUCMdAY
giannakisftw,lol.... thats how u know its an authentic glen! TM
Mel0n,i pirated it
giannakisftw,xD
giannakisftw,"its rng, if u happen to get random classes/races that they dont combo together, u r just bound to lose"
Turok,Made in Abyss
Con,what happened?
Turok,Behold
Con,oh
Mel0n,the main reason for the change of quality is that discord free only works with 720p
Con,she's not creative enough to appreciate non-nargile stuff <:eqeqeq:534427246488977418>
milkypaws,"It's okay, the less of the dress shows, the better."
Turok,Maroullas are litteraly that big
giannakisftw,@H Chof 🍈  ^
Turok,And then sew the butthole
Con,"also, katarina's daggers now apply on-hit effects"
Almond™ of the day.,"It does resemble him, now you mention it..."
Con,wow giannaki toso jero je en eshis to tilefono tou megus?
giannakisftw,the cancer will be very cancerous QQ
Con,"@Joph 🍋 
https://www.youtube.com/watch?v=HpV85d1hm6I&feature=emb_title"
giannakisftw,i just recieved this notification from discord 0.o
giannakisftw,https://japanfunbox.com/pages/whats-inseide
Con,is it?
Mel0n,<:aaaaa:534426568601108491>
Almond™ of the day.,"Texture on food doesn't really bother me, but the tuna here has been added to the short list."
giannakisftw,hey! she is the biggest ai expert in my world ok!?!?!?
Kahlan,"so it's quite likely they wouldn't have been posted on cypriot websites, aside from that they really encourage word of mouth but i also *have* seen them post listing for other languages so idk how they first started hiring when they first opened up here XD"
giannakisftw,<:eqeqeq:534427246488977418>
Nodtriel,-skip
giannakisftw,https://giphy.com/gifs/roverdotcom-rover-pom-gifmedogs-5XYCJYJ2Wi51EqzTYo sorry for the spam!! QQ i cant restrain my self
Mel0n,Watching Indy holy grail again
giannakisftw,also ap 😛
giannakisftw,"yea, i guess, either i got really unlucky in general, or i am really did terrible job looking for a job. or just nicosia is shit"
Nodtriel,"I would like to inform you that not only am I a goat, but I am a gold goat"
Con,"sadly, i only get the negatives of this <:eqeqeq:534427246488977418>"
Almond™ of the day.,BIG DICK ENERGY
Almond™ of the day.,It's on the bosses to delegate that time between design and animation.
Con,though mr mime is creepy in general anyway <:eqeqeq:534427246488977418>
giannakisftw,i know man! mapvfi sivoids is the best!
Con,i can bring the tissues on my way
Mel0n,very triggered
Almond™ of the day.,🙏
Kahlan,also TMI
Con,hecc xD
giannakisftw,it is!!!
Con,"I've seen something like this before, but it was just camera. It's a cute idea"
Nodtriel,It did send one email with a throwaway password I used to use
Con,ducc
giannakisftw,https://gogoanime.ai/pui-pui-molcar-episode-10 @Lady Sibling of Cheesehampton 🧀
Almond™ of the day.,You're welcome
Meldanen ( ͡° ͜ʖ ͡°),-play https://www.youtube.com/watch?v=3GwjfUFyY6M
Mel0n,who the fuck is ymron
Meldanen ( ͡° ͜ʖ ͡°),😌
Mel0n,gonna have to see what happens when i render a video
Nodtriel,https://tenor.com/view/game-of-thrones-ellaria-sand-gif-5394549
Kahlan,https://media.tenor.com/images/a5159d3738bdd959901e3c41b947d02a/tenor.gif
giannakisftw,con QQ
milkypaws,you are trying to fit as many cats onto your boat
Turok,https://www.youtube.com/watch?v=aqyh169GB-Q
Meldanen ( ͡° ͜ʖ ͡°),-play call me blondie
Con,he saw the post-game of sword and shield <:eqeqeq:534427246488977418>
Almond™ of the day.,It's a lot less fatty.
Meldanen ( ͡° ͜ʖ ͡°),Ew kori
Kahlan,https://www.facebook.com/kevin.gemin/videos/10221524020677772/
Con,only seen the first season
Almond™ of the day.,And soon they shall *collect.*
Con,gibe us more suggestions pl0x
Con,i wanna go platres ;'(
milkypaws,i think a company should be able to afford it
Mel0n,-play mambo paparizou lyrics
Mel0n,whites and grays
giannakisftw,since when deos this exists?
Almond™ of the day.,what is thaaaat
Con,one does not simply have just 1 favorite
Con,#justkirithings
giannakisftw,that ? ping at the end xD
Almond™ of the day.,<:eqeqeq:534427246488977418>
Turok,I heard you can do 10 simultaneous wonder trades in trade
giannakisftw,helen confirms
milkypaws,🤮 🤮 🤮
Meldanen ( ͡° ͜ʖ ͡°),😮
Kahlan,"and we're just sharing the rent so who does what is irrelelvant, it doesn't evne need to be people you know"
Con,nuuu!
Nodtriel,https://tenor.com/view/armstrong-fma-flexing-gif-5197306
Almond™ of the day.,Period dealt with
giannakisftw,with lots of alcohol!
Con,what mobile game do you play?
Mel0n,https://www.facebook.com/arsenicinshell this page posts lots of things that tickle my fancy
Con,yeah
Nodtriel,Chip said it's really good
giannakisftw,cotinue the  convo pls
Mel0n,how did you deduce that
Nodtriel,"Havent shaded anything yet, still on the face"
Mel0n,sparque
giannakisftw,"epeksato to game, i reieved my cancer, avrio pale xD"
milkypaws,But also wood
Mel0n,fuck speaking of stress gotta go to the bloody pharmacy
Kahlan,^
giannakisftw,i know but come on...... alli i xari tou cinema
Almond™ of the day.,Are you saying
Mel0n,big dick energy
Meldanen ( ͡° ͜ʖ ͡°),-play https://www.youtube.com/watch?v=3GwjfUFyY6M
Nodtriel,no hesitation
Almond™ of the day.,"Yesss, feed the baby."
Mel0n,doubt you would wanna
Almond™ of the day.,When a bird sews better than you
Almond™ of the day.,So you want me to start with the butt. I see.
milkypaws,😬 😬 😬
Almond™ of the day.,Like when I get told to do a good quality animation in a week.
Meldanen ( ͡° ͜ʖ ͡°),:<
Kahlan,"It's a she and she does have a glorious mustache.
Sadly I couldn't convince for Mustachio so her name is now Dali(a)"
Mel0n,cause i chucked it outside and it was still walking
Mel0n,you paid 400 eur for 3 nights
Almond™ of the day.,Aww
Con,it's still a monstera youngling
Kahlan,https://www.facebook.com/groups/therpf/permalink/2921761584580074/
Kahlan,8 minutes
Meldanen ( ͡° ͜ʖ ͡°),so no notice periods
giannakisftw,let me flex a little :3
Kahlan,Thanks now we have a floating payment we need to chase up
Almond™ of the day.,I was born exactly when predicted.
Almond™ of the day.,<:eqeqeq:534427246488977418>
Almond™ of the day.,"They're all missing parts, mouldy, scabby, scraggy."
Con,https://www.youtube.com/watch?v=hyGfCUVpD_k
Meldanen ( ͡° ͜ʖ ͡°),an hero
Nodtriel,Very
Nodtriel,Zzzzzzzzz
Con,"he does like one piece, he mentioned it in another video as well"
Con,"yes, it's that one"
Mel0n,-play imagine dragons radioactive
Kahlan,I just imagined slipping on you like a banana peel
Meldanen ( ͡° ͜ʖ ͡°),how did it go?
Mel0n,We fell asleep
Kahlan,"eyy i made tahini biscotts
Some erupted tho"
Mel0n,EMBRACE YOUR DESTINY
Almond™ of the day.,I laughed
Mel0n,@Lady Sibling of Cheesehampton 🧀 @BUTT🥝🕷🕷🕷🕷🕷 got any documentary links to share?
Mel0n,And I think the studio who made it also made another really good film
giannakisftw,🤷‍♂️
Kahlan,https://www.facebook.com/sweetxsweet2d/photos/pcb.571058870140464/571056700140681/?type=3&theater press right it's a story
Mel0n,"it's a little risky going out so soon, but i'm ok with the idea as long as jo and con are too"
Almond™ of the day.,I think I've seen that. It's awesome.
Con,https://www.youtube.com/watch?v=_Lg0pSl4LzQ
giannakisftw,"||@Joph 🍋  when silvana said * fuckk the horde *  i love how the flag-holder or what ever u call them , next to her, watched her with an expression * the fuck did u just said nigga? 0.o *||"
Mel0n,i just wanted to make that sound
Con,"i guess i won't log in until he cures the aids i don't have, then <:eqeqeq:534427246488977418>"
Con,$w
Almond™ of the day.,I just realised that all along the true puzzle was Gleb's logic.
Nodtriel,I think you should have cheesecake for dinner
giannakisftw,yea.... saw it earlier...
milkypaws,you can watch The Bachelor Greece
Almond™ of the day.,Delete everything
Con,"it's when it says unique passive that they don't stack, right?"
giannakisftw,@melon'sfatsa
Mel0n,i'm 99.5% sure that jo will say no
Con,https://www.instagram.com/ra.ro81/
Con,"lol is not a broken game at all
https://www.youtube.com/watch?v=h931XEHSo8Q"
Nodtriel,oh great....
Kahlan,I think lego only has a minimum age due to laws for choking hazard
Kahlan,"Well. First it says 9yr old sued but then points out the fact that 9yr olds can't have lawyer their guardian would have to allow that so the title itself is completely missleading/a lie.
Then it says the 9yr old was actually 10 years old back in 2018 when they first got the switch which started acting up a year later when they got a new one and that also defected assuming they filed a lawsuit after the 2nd one making the alleged 9yr old actually 12yrs old so....."
giannakisftw,0.o
Con,pineaple pizza eating reveal
Mel0n,owo
Mel0n,the computers looked like this
Con,dark
Mel0n,Ryouta cheng
Kahlan,<:eqeqeq:534427246488977418>
Nodtriel,@8=)
Con,it's just free until
Nodtriel,https://minecraft-statistic.net/en/player/Nodtriel.html
Con,crown expansion seems more interesting than armor
Con,poor thing xD
Turok,In Today's Daily Maroulla's Newsletter:
Almond™ of the day.,<:Conwow:544573576460894218>
Con,so that's what it is
Nodtriel,When I find some time to write it out
Con,<:sadness:534426569406545921>
Almond™ of the day.,"Rainbow bubbles, maybe?"
Con,pezio
milkypaws,https://tenor.com/view/pile-of-leaves-dry-leaves-jump-fall-autumn-gif-5876004
Mel0n,is free
Nodtriel,and always leaving things unfinished
Mel0n,commute from dali
Con,"repost, but it's ok because it's amazing ❤️"
Mel0n,i watched a thing called the cube(?) on netflix
Con,<:kiri:536137596774907905>
giannakisftw,thorugh the screen xD
Mel0n,https://tenor.com/view/yes-smile-of-course-hahaha-gif-15982436
Mel0n,basically  if i was designing my hohme right now i'd make it as vanilila as possible
milkypaws,i have a present for you 🙂
Mel0n,it all worked perfectly from the very first try
giannakisftw,🤏
Con,"missed opportunity again, just like with snail lady!"
Con,<:eqeqeq:534427246488977418>
Kahlan,oh dear
Nodtriel,Actually I used it two days ago too :P
Kahlan,"not all sets have an age range and just have minimum, but if it's designed to be a toy for 3-5 yr olds you wouldn't buy that and buy the 6-12 instead if you're looking to buy for an older kid"
Almond™ of the day.,"*versions 
*the"
giannakisftw,blacks always go second 😮
Con,"if those whiny people were more patient, there wouldn't be problems for cdpr, and they would be able to fix it faster"
giannakisftw,Wrong chat xD
Nodtriel,"Download some Ram, it also installs Norton Antivirus for FREE!"
Con,"o nu, xomenos sta skata"
giannakisftw,"nah, janines are cool"
Mel0n,-play sail
Mel0n,you can spectate from the tablet
Almond™ of the day.,More times than I'd like
Con,why are they even
Con,all pigeons are equal in the eyes of Lord Pudi
Nodtriel,https://www.youtube.com/watch?v=doVV1a7XgyQ
giannakisftw,https://www.tomsguide.com/news/nintendo-just-got-sued-for-dollar5-million-over-joy-con-drift-by-a-child?fbclid=IwAR39aofL1_Dk9G-AlcsA5-zNW43DErRCTxtX0QFbexj6LNXwWSBhen_3qKo
giannakisftw,i dont know... feels safe enough... its gonna be a week after the * bb metra *
Mel0n,it's a saying glen
Kahlan,"Damn,no im more dexterous"
Nodtriel,the too much text and all caps was giving me a headache
giannakisftw,"thinnking of it.... first post i saw was early this morning. MME probably saw the post aswell, with 0 knowledge about it, and started spreading the cancer , as if they know what they are talking about xD"
Nodtriel,color management role @Peopsz
Con,birb with ***threatening aura***
Meldanen ( ͡° ͜ʖ ͡°),;;astonished True
Con,stromg boi
Nodtriel,-play Daughter - If you Leave - Youth
Con,ok
Con,$w
Nodtriel,https://www.youtube.com/watch?v=nJIjFdHtfaI
Mel0n,just as good
Mel0n,"Step 1: meow until you're let out
Step 2:"
Mel0n,⭕
giannakisftw,is it? 0.o spell vamp is useless vs 1 shot 0.o
milkypaws,costas will take another 4
Mel0n,it looks like it's cooked and slathered in something
Nodtriel,Glad its recognisable
Meldanen ( ͡° ͜ʖ ͡°),i helen en tsipitilla
Con,"gg, not played"
giannakisftw,"i really miss hot wings from limassol. at 30/5, if u feel comfortable with going outside , wanna go for a trip? gonna call them and ask them if they accept take-away orders, if they do, we can take food from other places aswell if u guys also want"
Con,because she works with AI all the time <:eqeqeq:534427246488977418>
milkypaws,okie 😅  wish me luck. complete noob here
Nodtriel,If its anything like ESO there should be many many hours of gameplay before i need to buy anything
giannakisftw,"8 words.  5 words, if u exclude words like. u , a, in ,"
Kahlan,https://tenor.com/view/okay-smile-ok-happy-gif-14150032
giannakisftw,it just tries its best....
Kahlan,https://tenor.com/view/michael-scott-the-office-steve-carrell-yikes-cringe-gif-6056240
Nodtriel,nice
Nodtriel,"ah! i wasn't too wrong, in other countries its actually Travel & Living Channel, its the americants that call it learning"
Con,oh no 9 hours left of my subscribtion
Kahlan,lem
milkypaws,twra pou estamatisan enikserw
Con,only 30 pokemon slots in the free mode 😢
Meldanen ( ͡° ͜ʖ ͡°),garbomon
Meldanen ( ͡° ͜ʖ ͡°),gn
Con,exactly
Nodtriel,Willie wagtail is best
Mel0n,i had more gemista
giannakisftw,"i guess, his kit is very outrdated, to the point he is just weak :/"
Con,i like that art style
giannakisftw,i though shoco was sometihng like choco-  but still i was like the fuck could a splelupis is? 0.o
Nodtriel,Yeah
Mel0n,So I'll go
Con,yas!
Almond™ of the day.,What a stud
Con,oh nu! it might have been a queen ant!!
giannakisftw,"> requesting pic of Chanel
@Slot 🍓 shabel*"
Nodtriel,https://www.youtube.com/watch?v=F9rBzKJxbOk
Con,it didn't age well at all <:eqeqeq:534427246488977418>
Kahlan,but i've only been to lca and limasol
Kahlan,behold
Mel0n,i get called elena 99% of the time someone other than my family speaks to me in greek
El Bonko,"u r naked on your cauch, having sex with your boyfriend. i came by knocked your door not very loud. u didnt hear it, and i open oyur door and find u naked on the couch with a dick inside u. i am very sure u would be  very okish with that. u wouldnt throw the couch on my head but anw. i personally dont like this at all 
the point is: lets say i am gay. but id idnt want to share this with my family ok? and now that i am leaving alone, i invited my bf at my place, and we decided to fuck the shit out of each other on the couch and the door suddently opens 
i am just astonished, how i was SO clear that i am leaving the house cause i cant have my privacy there.
 and they came in just like that at the new place. 
i am just astonished on how they cant comprihent that simple thing"
Mudamaid 70,"**Con**, 2 uses left."
giannakisftw,xD
Kahlan,Every time I have one i will keep a log and if my supervisor says anything I will just spam him every time with the cases until he gets so fed up of my shit he quits.
Mel0n,one of the cucumbs was split in half
Almond™ of the day.,<:owo:651525613257228288>
giannakisftw,"yes jo, he was depressed"
Con,it was fine
Kahlan,So you might be right there @Joph 🍋
giannakisftw,https://www.youtube.com/watch?v=vZy8D4B8LLs
Mel0n,blue is my fav colour
Meldanen ( ͡° ͜ʖ ͡°),-play https://open.spotify.com/track/12TDK3Vyvtg4dKiAUvbvJQ?si=yIJzHnVJR3Cf_mxNL_ptHg
Kahlan,no
Mel0n,That has trashy shows
Con,Since when do you go to bed before 6am?
Almond™ of the day.,"Yeah, we had a whole conversation about the Speak Message option"
Almond™ of the day.,"> if we get 2:30 bus we will be there 3:15
> If we get 4 bus we'll be there 4:45
 @Slot 🍓"
Mel0n,"i was on a walk with kiri without a leash, we walked past an industrial building which i knew it was an AHK factory (dunno) kiri ran inside. it was open to public kinda. i went in after her, quite curious to see inside too. we went from room to room full of retro computers, like those massive ones you see at museums, weird pools of liquids, pipes, everything looked like it was made in the 50s, pastel coloured rounded pc components, in large rooms with gray concrete unpainted walls. kiri runs ahead of me in every room, i am fascinated by the tech so i stop to take pics. kiri runs ahead in one of the rooms, i hear a splashing sound, kiri falls into a massive pool of a gray thick liquid almost like wet concrete, she sinks down, i jump in after her, i also sink down, i manage to grab her but i can't get us back up to the surface, we're both stuck under there, choking to death, and i know in my head that we're dead, end of dream."
Mel0n,-play my number one paparizou lyrics
Con,big chungus kiri
giannakisftw,sounds like a conspiracy theory xD
giannakisftw,if con is playing
Mel0n,-play Fall Out Boy - Centuries
Almond™ of the day.,And I don't mean in price.
Nodtriel,"@xdo go 🥥 @H Chof 🍈 @G Xoxo🌷:) 
👀 still waiting"
Mel0n,astonishing
giannakisftw,"i get the word play, but not the joke"
giannakisftw,"not as cool as th is, but with my fire mage, i stacked so much mastery corruption, when i use all cd, i reach ~95% mastery xD"
Kahlan,"i have seen 50 vids of explain what corona is 21 of how it spreads and not to sneeze, 432 of how to wash your hands properly, etc"
Kahlan,"My mom and sis always have them too.
I think I've only had it once in my life so far."
Con,<:eqeqeq:534427246488977418>
Kahlan,Lel
Con,did you get?
giannakisftw,aw!!! reginald is  hungry!!!
Mel0n,i have had many dreams involving death
Almond™ of the day.,No idea
Nodtriel,"I just realised why I was in a research center in my dream, probably because I've been reading creepypastas. All I remember from the dream is that I was at a medical research center waiting for something"
Nodtriel,"@xdo go 🥥 @G Xoxo🌷:) 
Broken record here again
Spooks tonite?"
Meldanen ( ͡° ͜ʖ ͡°),https://tenor.com/view/tooth-wave-creepy-gif-13277512
Almond™ of the day.,Chess. <:eqeqeq:534427246488977418>
giannakisftw,ok 👍
giannakisftw,u can play custom games though.
Con,garbobarrel
Nodtriel,Need to remember when I get home to build a meal plan then place a shopping order
milkypaws,Or a curtain 😂
milkypaws,no
Con,"you do not learn the larnaca walk, you are born with it"
Con,Rip all of your food and snaccs
Mel0n,YOU COULD COSPLAY MAROULLA
Almond™ of the day.,"Yeah, been meaning to watch it for ages. I saw bits from it and it seemed funny. I'll watch another episode now."
Almond™ of the day.,I have an elk.
Almond™ of the day.,She showed me a monkey too
Turok,In egenral
Mel0n,and evening is?
giannakisftw,😛
Con,So with thornmail they will be healing you and damaging themselves <:eqeqeq:534427246488977418>
Meldanen ( ͡° ͜ʖ ͡°),to make you less suspicious
Mel0n,for floor?
Con,frozen 2 was meh
Mel0n,Exw koooooooopriiiii
Meldanen ( ͡° ͜ʖ ͡°),ranges depend on how much we're willing to share
incognito,-sudo kill nyan
Con,he cut inside
Mel0n,you watch too much anime
giannakisftw,QQ
giannakisftw,xD
Mel0n,they said the street name
Meldanen ( ͡° ͜ʖ ͡°),"helen, jo, and I are going for coffee"
giannakisftw,megus suggested coffee. i suggested dinner. i am up fro both
Con,i was gonna install for honor to try it but then i saw 50 gb and i changed my mind xD
Almond™ of the day.,I love fish sticks.
giannakisftw,"my bad,  body structure* not bone structure"
Mel0n,hahaha
Almond™ of the day.,https://tenor.com/view/trumppapertowels-excited-you-fire-gif-12514412
Kahlan,"> I was told earlier today we were having dinner 😭 
> I've been sat here starving. 
> My mother just came home and informed me that my dad just told her he went out to eat so we aren't having dinner.
> I HAVE BEEN SAT HERE STARVING FOR THREE HOURS.
@Lady Sibling of Cheesehampton 🧀  foody fam"
giannakisftw,https://tenor.com/view/love-mike-myers-austin-powers-i-love-you-come-to-me-gif-5694006
Mel0n,I haven't seen her
Turok,In Today's Daily Maroulla's Newsletter:
giannakisftw,"i had a dream at platres: i finally went to a therapist for my lonelyness issues. the doctor prescribed me as medication that i should llive in france for the next 2 years, all expenses payed by the goverment.
so i did so. i packed my shit, and took the teleferik from nicosia to paris."
Nodtriel,gn
Meldanen ( ͡° ͜ʖ ͡°),willing/able
Kahlan,i have yet to see a single wedding dress in CY that looked ok
Almond™ of the day.,I had a real bad case of Shosple Colupis when I was in senior school.
Kahlan,it's like biscuit dough and wrapped in it is sweet tahin
Kahlan,"She's a pro chef who used to be in BA but cos she's not white they never used her talents, she is way more experienced than any of the white people who had their own shows, they all went to her for advise but she was always kept in the background
Then it came to light how racist AF BA is and she left and started her own stuff"
Meldanen ( ͡° ͜ʖ ͡°),;;badgiannakis
Mel0n,kakka tou dasous
Mel0n,-stop
giannakisftw,stop existing!!!
Almond™ of the day.,that Con
milkypaws,lol no one likes epic
Con,season 4 is out but it's still not on netflix
Almond™ of the day.,Did you get them all?
Mel0n,AAAAAAAA
Kahlan,<:eqeqeq:534427246488977418>
Turok,<:urieiru:534427197218357248>
Mel0n,@Bepis
Mel0n,you said nargile is garbo
Almond™ of the day.,<:uwu:534426569423323147>
giannakisftw,ok
Almond™ of the day.,Wow. Spoilers.
Kahlan,"Customer: ill pay by bank transfer
Me: ok these are the details. MAKE SURE you use the reference number 
Customer: ok ill do it on the phone now with u
Me: sure
Customer a muni later: oh i forgot to put the reference number but it's gone now"
giannakisftw,"@​everyone  I WELLCOME EVERY ONE, TO THE BRAND NEW GAME. WORDS-WITH-GLEN!!!!!! WITH YOUR BELOVED HOST, THE 1 AND ONLY, GLEN!!!!

SO WHAT IS THIS GAME ALL ABOUT? EACH PLAYER GUESS A LETTER, OR THE WHOLE PHRACE, IF HE GETS IT RIGHT. HE GETS POINT. IF HE GETS IT WRONG HE LOSE A POINT! AT THE END OF THIS GAME, THE PLAYER WITH THE MOST POINTS, WINS A REWARD!!!!!!! ( yes , no joking! ) A FABULUS, GLEN- SNACK-BUNDLE!!!!!!! 

ANY ONE WHO WANTS TO PARTICIPATE HAS TO REACT WITH THUMPS UP ON THIS POST
RULES: THE SAID PLAYER CHOOSES CATEGORY AND DIFICULTY. 
EASY: +10 POINTS FOR EACH CORRECT LETTER/ -10 POINTS FOR WRONG ONES. GUESSING THE WHOLE PHRACE, ITS X10 THE SCORE. ( +100 FOR CORRECT /-100 FOR WRONG )
LIKEWISE, FOR MEDIUM ITS 20 POINTS, AND HARD IS 50 POINTS"
Mel0n,<:chernobly:534431086592393227>
giannakisftw,do they fart rainbows aswel?
giannakisftw,X
Almond™ of the day.,Did you go to school in Cyprus?
Meldanen ( ͡° ͜ʖ ͡°),🤔
Almond™ of the day.,I have the body of an old woman.
Con,or your surveillance cam- I mean what?
giannakisftw,i dont know why u focus on it 😛
Con,"hey, i'm not the one fapping to this <:eqeqeq:534427246488977418>"
